RECORD_ID,RECORD_TYPE,PARAMETER,V7_REFERENCE,CURRENT_VALUE,UNIT,SOURCE_ID,REPOSITORY_PATH,COMMIT_SHA,SOURCE_SHA256,SOURCE_REVISION,ORIGINAL_AUDIT_STATUS,CANONICAL_CLASSIFICATION,EVIDENCE_CLASS,CONFIDENCE,ENGINEERING_PURPOSE,MISSING_INFORMATION,DEPENDENCY,RISK,NEXT_REQUIRED_EVIDENCE,CONFLICT_ID,RADE_MAY_USE,RADE_MAY_MODIFY,RADE_MUST_NOT_ASSUME,NORMALIZATION_NOTE
K-1962,PARAMETER,offsets,160,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Seatback frame engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-1963,PARAMETER,interface locations,160,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Seatback frame engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-1964,PARAMETER,reference datums,160,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Seatback frame engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-1972,PARAMETER,backrest thickness,160,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Seatback frame engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-1973,PARAMETER,hinge pivot location,160,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Seatback frame engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-1974,PARAMETER,pivot axis,160,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Seatback frame engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-1975,PARAMETER,end-stop locations,160,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Seatback frame engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-1976,PARAMETER,torso support geometry,160,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Seatback frame engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-1977,PARAMETER,head-support envelope,160,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Seatback frame engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-1978,PARAMETER,link centre positions,160,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Seatback frame engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-1986,PARAMETER,total length,170,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Multi-state lock engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-1987,PARAMETER,total width,170,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Multi-state lock engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-1988,PARAMETER,total height,170,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Multi-state lock engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-1989,PARAMETER,folded/rotated envelope,170,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Multi-state lock engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-1990,PARAMETER,section geometry,170,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Multi-state lock engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-1991,PARAMETER,wall thickness,170,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Multi-state lock engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-1992,PARAMETER,plate thickness,170,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Multi-state lock engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-1993,PARAMETER,hole size,170,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Multi-state lock engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-1994,PARAMETER,edge distance,170,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Multi-state lock engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-1995,PARAMETER,radii,170,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Multi-state lock engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-1996,PARAMETER,offsets,170,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Multi-state lock engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-1997,PARAMETER,interface locations,170,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Multi-state lock engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-1998,PARAMETER,reference datums,170,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Multi-state lock engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2020,PARAMETER,total length,180,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Rebound-control module engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2021,PARAMETER,total width,180,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Rebound-control module engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2022,PARAMETER,total height,180,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Rebound-control module engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2023,PARAMETER,folded/rotated envelope,180,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Rebound-control module engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-2024,PARAMETER,section geometry,180,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Rebound-control module engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2025,PARAMETER,wall thickness,180,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Rebound-control module engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2026,PARAMETER,plate thickness,180,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Rebound-control module engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2027,PARAMETER,hole size,180,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Rebound-control module engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2028,PARAMETER,edge distance,180,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Rebound-control module engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2029,PARAMETER,radii,180,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Rebound-control module engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2030,PARAMETER,offsets,180,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Rebound-control module engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2031,PARAMETER,interface locations,180,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Rebound-control module engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2032,PARAMETER,reference datums,180,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Rebound-control module engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2054,PARAMETER,total length,190,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Occupant restraint interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2055,PARAMETER,total width,190,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Occupant restraint interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2056,PARAMETER,total height,190,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Occupant restraint interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2057,PARAMETER,folded/rotated envelope,190,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Occupant restraint interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-2058,PARAMETER,section geometry,190,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Occupant restraint interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2059,PARAMETER,wall thickness,190,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Occupant restraint interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2060,PARAMETER,plate thickness,190,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Occupant restraint interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2061,PARAMETER,hole size,190,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Occupant restraint interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2062,PARAMETER,edge distance,190,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Occupant restraint interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2063,PARAMETER,radii,190,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Occupant restraint interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2064,PARAMETER,offsets,190,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Occupant restraint interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2065,PARAMETER,interface locations,190,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Occupant restraint interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2066,PARAMETER,reference datums,190,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Occupant restraint interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2088,PARAMETER,total length,200,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Torso/head guidance engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2089,PARAMETER,total width,200,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Torso/head guidance engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2090,PARAMETER,total height,200,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Torso/head guidance engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2091,PARAMETER,folded/rotated envelope,200,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Torso/head guidance engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-2092,PARAMETER,section geometry,200,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Torso/head guidance engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2093,PARAMETER,wall thickness,200,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Torso/head guidance engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2094,PARAMETER,plate thickness,200,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Torso/head guidance engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2095,PARAMETER,hole size,200,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Torso/head guidance engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2096,PARAMETER,edge distance,200,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Torso/head guidance engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2097,PARAMETER,radii,200,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Torso/head guidance engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2098,PARAMETER,offsets,200,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Torso/head guidance engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2099,PARAMETER,interface locations,200,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Torso/head guidance engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2100,PARAMETER,reference datums,200,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Torso/head guidance engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2122,PARAMETER,total length,210,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Sensor/trigger interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2123,PARAMETER,total width,210,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Sensor/trigger interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2124,PARAMETER,total height,210,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Sensor/trigger interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2125,PARAMETER,folded/rotated envelope,210,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Sensor/trigger interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-2126,PARAMETER,section geometry,210,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Sensor/trigger interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2127,PARAMETER,wall thickness,210,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Sensor/trigger interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2128,PARAMETER,plate thickness,210,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Sensor/trigger interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2129,PARAMETER,hole size,210,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Sensor/trigger interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2130,PARAMETER,edge distance,210,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Sensor/trigger interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2131,PARAMETER,radii,210,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Sensor/trigger interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2132,PARAMETER,offsets,210,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Sensor/trigger interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2133,PARAMETER,interface locations,210,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Sensor/trigger interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2134,PARAMETER,reference datums,210,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Sensor/trigger interface engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2156,PARAMETER,total length,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2157,PARAMETER,total width,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2158,PARAMETER,total height,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2159,PARAMETER,folded/rotated envelope,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-2160,PARAMETER,section geometry,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
